nID_SubjectOrganJoin;sName;sValue
1554;nID_Department_visitDay;136
1554;sShapka;Начальнику Солонянського РВ ДВС ГТУ юстиції у Дніпропетровській області

1555;sNameOrgan;Софіївський районний відділ державної виконавчої служби ГТУ юстиції у Дніпропетровській області
1555;sAddress;53100,  смт. Софіївка, вул. Карпенка, 10
1555;sPhoneOrgan;<b>Телефон(и):</b> (05650) 2-92-37
1555;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 08.00 до 17.00 перерва з 12.00 до 12.45<br>п’ятниця - 08.00 до 15.45, перерва з 12.00 до 12.45
1555;sMailClerk;info@sf.dp.dvs.gov.ua
1555;sRekv; р/р № 37315360001418, код ЄДРПОУ 34898305,<br>  МФО 820172, ДКСУ м. Київ
1555;sPosada;Дроворуб Ігор Володимирович
1555;nID_Department_visitDay;137
1555;sShapka;Начальнику Софіївського РВ ДВС ГТУ юстиції у Дніпропетровській області

1556;sNameOrgan;Тернівський міський відділ державної виконавчої служби ГТУ юстиції у Дніпропетровській області
1556;sAddress;51500,  м. Тернівка, вул. Курська, 14
1556;sPhoneOrgan;<b>Телефон(и):</b> (05636) 7-19-99
1556;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 08.00 до 17.00 перерва з 12.00 до 12.45<br>п’ятниця - 08.00 до 15.45, перерва з 12.00 до 12.45
1556;sMailClerk;info@tr.dp.dvs.gov.ua
1556;sRekv; р/р № 37315360001463, код ЄДРПОУ 34766397,<br>  МФО 820172, ДКСУ м. Київ
1556;sPosada;Плескачова Жанна Володимирівна
1556;nID_Department_visitDay;138
1556;sShapka;Начальнику Тернівського міського відділу ДВС ГТУ юстиції у Дніпропетровській області

1557;sNameOrgan;Томаківський районний відділ державної виконавчої служби ГТУ юстиції у Дніпропетровській області
1557;sAddress;53500,  смт. Томаківка, вул. Лесі Українки, 41 (вул. Леніна)
1557;sPhoneOrgan;<b>Телефон(и):</b> (05668) 3-11-21
1557;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 08.00 до 17.00 перерва з 12.00 до 12.45<br>п’ятниця - 08.00 до 15.45, перерва з 12.00 до 12.45
1557;sMailClerk;info@tm.dp.dvs.gov.ua
1557;sRekv; р/р № 37314360001419, код ЄДРПОУ 33893128,<br>  МФО 820172, ДКСУ м. Київ
1557;sPosada;Хохлов Анатолій Анатолійович
1557;nID_Department_visitDay;139
1557;sShapka;Начальнику Томаківського РВ ДВС ГТУ юстиції у Дніпропетровській області

1558;sNameOrgan;Царичанський районний відділ державної виконавчої служби ГТУ юстиції у Дніпропетровській області
1558;sAddress;51000,  смт. Царичанка, вул. Затишна, 38 (вул.Леніна)
1558;sPhoneOrgan;<b>Телефон(и):</b>(05690) 3-18-67 
1558;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 09.00 до 18.00 перерва з 13.00 до 13.45<p>п’ятниця - 09.00 до 16.45, перерва з 13.00 до 13.45<br> 
1558;sMailClerk;info@cr.dp.dvs.gov.ua
1558;sRekv; р/р № 37315360000420, код ЄДРПОУ 34417454,<br>  МФО 820172, ДКСУ м. Київ
1558;sPosada;Козир Юрій Юрійович 
1558;nID_Department_visitDay;140
1558;sShapka;Начальнику Царичанського РВ ДВС ГТУ юстиції у Дніпропетровській області

1559;sNameOrgan;Широківський районний відділ державної виконавчої служби ГТУ юстиції у Дніпропетровській області	
1559;sAddress;53700,  смт. Широке, вул. Соборна, 128 (вул. Леніна)
1559;sPhoneOrgan;<b>Телефон(и):</b> (05657) 2-10-68
1559;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 09.00 до 18.00 перерва з 13.00 до 13.45<p>п’ятниця - 09.00 до 16.45, перерва з 13.00 до 13.45<br> 
1559;sMailClerk;info@shk.dp.dvs.gov.ua
1559;sRekv; р/р № 37313360001421, код ЄДРПОУ 34917432,<br>  МФО 820172, ДКСУ м. Київ
1559;sPosada;Шматкова Людмила Вікторівна
1559;nID_Department_visitDay;141
1559;sShapka;Начальнику Широківського РВ ДВС ГТУ юстиції у Дніпропетровській області

1560;sNameOrgan;Юр’ївський районний відділ державної виконавчої служби ГТУ юстиції у Дніпропетровській області
1560;sAddress;51300, смт. Юріївка, вул. Леніна, 104
1560;sPhoneOrgan;<b>Телефон(и):</b> (05635) 5-15-58
1560;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 08.00 до 17.00 перерва з 12.00 до 12.45<br>п’ятниця - 08.00 до 15.45, перерва з 12.00 до 12.45
1560;sMailClerk;info@yr.dp.dvs.gov.ua
1560;sRekv; р/р № 37312360001422, код ЄДРПОУ 34196148,<br>  МФО 820172, ДКСУ м. Київ
1560;sPosada;Рєзнік Олег Сергійович
1560;nID_Department_visitDay;142
1560;sShapka;Начальнику Юр'ївського РВ ДВС ГТУ юстиції у Дніпропетровській області

1561;sNameOrgan;Відділ примусового виконання рішень Управління державної виконавчої служби ГТУ юстиції у Дніпропетровській області
1561;sAddress;м. Дніпропетровськ, вул. Старокозацька, 56 (вул. Комсомольська)
1561;sPhoneOrgan;<b>Телефон(и):</b> (056) 778-07-45, 778-09-22
1561;sWorkTime;<b>Графік роботи:</b> Понеділок - четвер з 09.00 до 18.00 перерва з 13.00 до 13.45<p>п’ятниця - 09.00 до 16.45, перерва з 13.00 до 13.45<br> 
1561;sMailClerk;info_prim@dp.dvs.gov.ua
1561;sRekv; р/р №37317095000157, код ЄДРПОУ 34984907,<br>  МФО 820172, ДКСУ м. Київ 
1561;sPosada; Півень Сергій Володимирович
1561;nID_Department_visitDay;143
1561;sShapka;Начальнику відділу примусового виконання рішень Управління ДВС ГТУ юстиції у Дніпропетровській області

1562;sNameOrgan;Полтавська РДА
1562;sPhoneOrgan;<b>Телефон(и):</b>(0532) 56-97-59
1562;sWorkTime;Графік роботи:<br>з 8.00 до 17.15 понеділок-четвер<br>з 8.00 до 14.00 п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 12.00  до 13.00<br>
1562;sMailClerk;polt_rda@adm-pl.gov.ua
1562;sOrgan;голови Полтавської РДА
1562;sAddress;<b>Адреса:</b> 36011,м.Полтава, вул.Шевченка, 5
1562;sPosada;["Голова Полтавської РДА"]
1562;sPosadaVid;=[sPosada]=='0'?'голови Полтавської РДА':''
1562;sRozkladPriyom;=[sPosada]=='0'?'1,3 вівторок місяця, з 08:00-12:00':''
1562;sMailClerk226;polt_rda@adm-pl.gov.ua
1563;sNameOrgan;Полтавська РДА
1563;sPhoneOrgan;<b>Телефон(и):</b>(0532) 56-97-59
1563;sWorkTime;Графік роботи:<br>з 8.00 до 17.15 понеділок-четвер<br>з 8.00 до 14.00 п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 12.00 до 13.00 <br>
1563;sMailClerk;polt_rda@adm-pl.gov.ua
1563;sOrgan;голови Полтавської РДА
1563;sAddress;<b>Адреса:</b>37200, м.Полтава, вул.Шевченка, 5

1564;shapka;Відділу Держгеокадастру в Тернопільському районі
1564;sShapka;Відділу Держгеокадастру в Тернопільському районі
1564;sRekv;ГУДКСУ у Тернопільській області, м. Тернопіль<br>Одержувач: 22012500<br>Рахунок 33211879727002<br>МФО 838012<br>ЄДРПОУ 37977726
1564;nRegion;9
1564;sNameOrgan;Відділ Держгеокадастру в Тернопільському районі
1564;sAddress;<b>Адреса:</b> 46010, Тернопільська обл., м. Тернопіль, вул. Кривоноса, 10
1564;sPhoneOrgan;<b>Телефон(и):</b> (0352) 53-56-22
1564;sMailClerk;ternopil.ru.te@gmail.com
1564;sWorkTime;<b>Графік роботи:</b> <p>Понеділок-п'ятниця: 08.00-17.00<br>Вихідний - Субота, Неділя</p>

1565;sAddress;<b>Адреса:</b> 64309, Харківська обл., Ізюмський район, м.Ізюм, вул. Соборна, 54
1565;sNameOrgan;Центр надання адміністративних послуг ВК ІМР м.Ізюм
1565;sPhoneOrgan;<b>Телефон(и):</b> (​05743) 2-85-15, fax (05743) 2-85-15, моб. (099) 036-38-15
1565;sMailClerk;admposl-izyum@ukr.net
1565;sWorkTime;<b>Графік роботи:</b>понеділок, середа, четвер, п’ятниця 8.00-16.00 <br> вівторок 08.00-20.00 <br> Вихідний - субота, неділя
1565;sShapka_mode_worktime_529;Ізюмському міському голові<br>Марченко В.В.
1565;sShapkaGolova;Ізюмському міському голові<br>Марченко В.В.

1568;nID_Department_visitDay;144
1568;sAddress;м.Кременець, вул. Драгоманова, 9
1568;sPaymentDMS;http://dmsu.gov.ua/invoice/
1568;sDocChild;<li>Заява про надання платної послуги з оформлення паспорту для виїзду за кордон для дитини (Просимо роздрукувати і заповнити її перед візитом до міграційної). Заява доступна за цим <a href="https://docs.google.com/document/d/1DYPvGUwwl910kc-4hw-m_mq1yZ2JKGIrV32onG0VhuM/edit?usp=sharing" target="_blank">посиланням</a>.</li><li>Заява на виготовлення паспорта громадянина України для виїзду за кордон для дитини (Просимо роздрукувати в двох екземлярах та заповнити кожним з батьків окремо перед візитом до міграційної служби). Заява доступна за цим <a href="https://drive.google.com/file/d/0B-TXzbaEvbw9M0hYUVdUUU1vU2JqbXZSbUdfaWFGb0k4RXdR/view?usp=sharing" target="_blank">посиланням</a>.</li><li> Згода на обробку персональних даних (Просимо роздрукувати і заповнити перед візитом до міграційної служби від імені того з батьків з ким дитина зареєстрована). Заява доступна за цим <a href="https://drive.google.com/file/d/0B-TXzbaEvbw9Qk5TMlFzdGE5NGdwUTBqUWpZS3hpcm5CMk5v/view?usp=sharing" target="_blank">посиланням</a>. </li><li>Ви також можете роздрукувати та попередньо заповнити додаткові бланки документів, які потрібні у окремих випадках, інструкція за <a href="https://docs.google.com/document/d/10i_Hd0dsPe9QwF-h1iAZaR_puDZCNlXLY7b5UGrOWGo/edit?usp=sharing" target="_blank">посиланням</a>.</li>
1568;sNameOrgan;Кременецький районний сектор міграційної служби 
1568;sDocZagran;<li>Заява про надання платної послуги з оформлення паспорту для виїзду за кордон (Просимо роздрукувати і заповнити її перед візитом до міграційної). Заява доступна за цим <a href="https://docs.google.com/document/d/1DYPvGUwwl910kc-4hw-m_mq1yZ2JKGIrV32onG0VhuM/edit?usp=sharing" target="_blank">посиланням</a>.</li><li>Згода на обробку персональних даних (Просимо роздрукувати і заповнити перед візитом до міграційної служби). Згода доступна за цим <a href="https://drive.google.com/file/d/0B-TXzbaEvbw9NjAtcFlLdnctQWhtcnFaWDZJcWxCdTQtWjJn/view?usp=sharing" target="_blank">посиланням</a>.</li><li>Ви також можете роздрукувати та попередньо заповнити додаткові бланки документів, які потрібні у окремих випадках, інструкція за <a href="https://docs.google.com/document/d/1qO1tqOg817Y8GsCosHjlz_tltKTwReiVb_Zgip1jxwg/edit?usp=sharing" target="_blank">посиланням</a>.</li>

1569;sNameOrgan;ДПІ В Амур-Нижньодніпровському районі м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1569;sMailClerk;yfnf_rexth@ukr.net
1569;sAddress;<b>Адреса:</b> 49087, м. Дніпропетровськ, пров. Універсальний, 12
1569;sPhoneOrgan;<b>Телефон(и):</b> (0562) 760-72-45
1569;sWorkTime;
1569;nCodeTaxOrgan;0461
1569;nEGRPOU;38753439

1570;sNameOrgan;ДПІ у Бабушкінському районі м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1570;sMailClerk;yfnf_rexth@ukr.net
1570;sAddress;<b>Адреса:</b> 49061, м. Дніпропетровськ, вул. Героїв Сталінграда, 25
1570;sPhoneOrgan;<b>Телефон(и):</b> (0562) 36-62-40
1570;sWorkTime;
1570;nCodeTaxOrgan;0462
1570;nEGRPOU;38754537

1571;sNameOrgan;ДПІ у Жовтневому районі м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1571;sMailClerk;yfnf_rexth@ukr.net
1571;sAddress;<b>Адреса:</b> 49107, м. Дніпропетровськ, вул. Високовольтна, 24
1571;sPhoneOrgan;<b>Телефон(и):</b> (056) 776-71-60
1571;sWorkTime;
1571;nCodeTaxOrgan;0463
1571;nEGRPOU;38753122

1572;sNameOrgan;Лiвобережна ОДПІ м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1572;sMailClerk;yfnf_rexth@ukr.net
1572;sAddress;<b>Адреса:</b> 49026, м. Дніпропетровськ, пр-т. Газети «Правда», 95а
1572;sPhoneOrgan;<b>Телефон(и):</b> (056) 725-55-39
1572;sWorkTime;
1572;nCodeTaxOrgan;0464
1572;nEGRPOU;38753114

1573;sNameOrgan;ДПІ у Кіровському районі м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1573;sMailClerk;yfnf_rexth@ukr.net
1573;sAddress;<b>Адреса:</b> 49036, м. Дніпропетровськ, вул. Горького, 22
1573;sPhoneOrgan;<b>Телефон(и):</b> (056(2)) 374-70-61
1573;sWorkTime;
1573;nCodeTaxOrgan;0465
1573;nEGRPOU;38753177

1574;sNameOrgan;ДПІ у Красногвардійському районі м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1574;sMailClerk;yfnf_rexth@ukr.net
1574;sAddress;<b>Адреса:</b> 49047, м. Дніпропетровськ, вул. Театральна, 1a
1574;sPhoneOrgan;<b>Телефон(и):</b> (0562) 34-28-70
1574;sWorkTime;
1574;nCodeTaxOrgan;0466
1574;nEGRPOU;38753135

1575;sNameOrgan;ДПІ у Ленінському районі м. Дніпропетровська ГУ Міндоходів у Дніпропетровській області
1575;sMailClerk;yfnf_rexth@ukr.net
1575;sAddress;<b>Адреса:</b> 49027, м. Дніпропетровськ, вул. Шаумяна, 5
1575;sPhoneOrgan;<b>Телефон(и):</b> (056) 370-25-88
1575;sWorkTime;
1575;nCodeTaxOrgan;0467
1575;nEGRPOU;38754385

1576;sNameOrgan;Дніпропетровська ОДПІ ГУ Міндоходів у Дніпропетровській області
1576;sMailClerk;yfnf_rexth@ukr.net
1576;sAddress;<b>Адреса:</b> 52005, смт. Ювілейне, вул. Теплична, 13
1576;sPhoneOrgan;<b>Телефон(и):</b> (056) 374-93-60
1576;sWorkTime;
1576;nCodeTaxOrgan;0417
1576;nEGRPOU;38120753

1577;sNameOrgan;Криворізька південна ОДПІ ГУ Міндоходів (Апостолівське відділення)
1577;sMailClerk;yfnf_rexth@ukr.net
1577;sAddress;<b>Адреса:</b> 53800, м. Апостолове, вул. Леніна, 63
1577;sPhoneOrgan;<b>Телефон(и):</b> (05656) 9-51-36
1577;sWorkTime;
1577;nCodeTaxOrgan;0414
1577;nEGRPOU;38032389

1578;sNameOrgan;Західно-Донбаська ОДПІ ГУ Міндоходів (Юр'ївське відділення)
1578;sMailClerk;yfnf_rexth@ukr.net
1578;sAddress;<b>Адреса:</b> 51300, с. Варварівка, вул. Пристанційна, 1
1578;sPhoneOrgan;<b>Телефон(и):</b> (05632) 6-45-92
1578;sWorkTime;
1578;nCodeTaxOrgan;0435
1578;nEGRPOU;38685474

1579;sNameOrgan;Східно-Дніпровська ОДПІ ГУ Міндоходів у Дніпропетровській області
1579;sMailClerk;yfnf_rexth@ukr.net
1579;sAddress;<b>Адреса:</b> 52600, смт. Васильківка, вул. Партизанська, 150
1579;sPhoneOrgan;<b>Телефон(и):</b> (05639) 9-22-39
1579;sWorkTime;
1579;nCodeTaxOrgan;0415
1579;nEGRPOU;38081594

1580;sNameOrgan;Верхньодніпровська ОДПІ ГУ Міндоходів (Вільногірське відділення)
1580;sMailClerk;yfnf_rexth@ukr.net
1580;sAddress;<b>Адреса:</b> 51700, м. Вільногірськ, б-р Миру, 15
1580;sPhoneOrgan;<b>Телефон(и):</b> (05653) 5-18-88,
1580;sWorkTime;
1580;nCodeTaxOrgan;0401
1580;nEGRPOU;38092585

1581;sNameOrgan;Верхньодніпровська ОДПІ ГУ Міндоходів у Дніпропетровській області
1581;sMailClerk;yfnf_rexth@ukr.net
1581;sAddress;<b>Адреса:</b> 51600, м. Верхньодніпровськ, пл. Щербицького, 2
1581;sPhoneOrgan;<b>Телефон(и):</b> (05658) 3-19-65
1581;sWorkTime;
1581;nCodeTaxOrgan;0416
1581;nEGRPOU;38092585

1582;sNameOrgan;Дніпродзержинська ОДПІ ГУ Міндоходів у Дніпропетровській області
1582;sMailClerk;yfnf_rexth@ukr.net
1582;sAddress;<b>Адреса:</b> 51931, м. Дніпродзержинськ, вул. Медична, 9
1582;sPhoneOrgan;<b>Телефон(и):</b> (05692) 3-26-01
1582;sWorkTime;
1582;nCodeTaxOrgan;0403
1582;nEGRPOU;38028519

1583;sNameOrgan;Верхньодніпровська ОДПІ ГУ Міндоходів (Жовтоводське відділення)
1583;sMailClerk;yfnf_rexth@ukr.net
1583;sAddress;<b>Адреса:</b> 52200, м. Жовті Води, вул. Першотравнева, 24а
1583;sPhoneOrgan;<b>Телефон(и):</b> (05652) 3-35-39
1583;sWorkTime;
1583;nCodeTaxOrgan;0404
1583;nEGRPOU;38092585

1584;sNameOrgan;Криворізька північна ОДПІ ГУ Міндоходів (Криворізьке відділення)
1584;sMailClerk;yfnf_rexth@ukr.net
1584;sAddress;<b>Адреса:</b> 50002, м. Кривий Ріг, вул. Кобилянського, 148 a
1584;sPhoneOrgan;<b>Телефон(и):</b> (0564) 26-28-15
1584;sWorkTime;
1584;nCodeTaxOrgan;0418
1584;nEGRPOU;38032421

1585;sNameOrgan;Криворізька центральна ОДПІ ГУ Міндоходів у Дніпропетровській області
1585;sMailClerk;yfnf_rexth@ukr.net
1585;sAddress;<b>Адреса:</b> 50007, м. Кривий Ріг, пр-т Дзержинського, 42
1585;sPhoneOrgan;<b>Телефон(и):</b> (0564) 404-06-77
1585;sWorkTime;
1585;nCodeTaxOrgan;0481
1585;nEGRPOU;38032416

1586;sNameOrgan;Криворізька південна ОДПІ ГУ Міндоходів у Дніпропетровській області
1586;sMailClerk;yfnf_rexth@ukr.net
1586;sAddress;<b>Адреса:</b> 50006, м. Кривий Ріг, пр-т Металургів, 16
1586;sPhoneOrgan;<b>Телефон(и):</b> (0564) 92-81-12
1586;sWorkTime;
1586;nCodeTaxOrgan;0482
1586;nEGRPOU;38032389

1587;sNameOrgan;Криворізька північна ОДПІ ГУ Міндоходів у Дніпропетровській області
1587;sMailClerk;yfnf_rexth@ukr.net
1587;sAddress;<b>Адреса:</b> 50031, м. Кривий Ріг, вул Кремлівська, 4
1587;sPhoneOrgan;<b>Телефон(и):</b> (0564) 66-47-25
1587;sWorkTime;
1587;nCodeTaxOrgan;0483
1587;nEGRPOU;38032421

1588;sNameOrgan;Верхньодніпровська ОДПІ ГУ Міндоходів (Криничанське відділення)
1588;sMailClerk;yfnf_rexth@ukr.net
1588;sAddress;<b>Адреса:</b> 52300, смт. Кринички, вул. Нагірна, 2
1588;sPhoneOrgan;<b>Телефон(и):</b> (05654) 2-13-88
1588;sWorkTime;
1588;nCodeTaxOrgan;0419
1588;nEGRPOU;38092585

1589;sNameOrgan;Новомосковська ОДПІ ГУ Міндоходів у Дніпропетровській області
1589;sMailClerk;yfnf_rexth@ukr.net
1589;sAddress;<b>Адреса:</b> 51100, смт. Магдалинівка, вул. Радянська, 44
1589;sPhoneOrgan;<b>Телефон(и):</b> (05691) 2-86-53
1589;sWorkTime;
1589;nCodeTaxOrgan;0420
1589;nEGRPOU;38640915

1590;sNameOrgan;Нікопольська ОДПІ ГУ Міндоходів (Марганецьке відділення)
1590;sMailClerk;yfnf_rexth@ukr.net
1590;sAddress;<b>Адреса:</b> 53400, м. Марганець, вул. П. Тичини, 11
1590;sPhoneOrgan;<b>Телефон(и):</b> (05665) 5-23-59
1590;sWorkTime;
1590;nCodeTaxOrgan;0406
1590;nEGRPOU;38033315

1591;sNameOrgan;Східно-Дніпровська ОДПІ ГУ Міндоходів (Межівське відділення)
1591;sMailClerk;yfnf_rexth@ukr.net
1591;sAddress;<b>Адреса:</b> 52900, смт. Межова, вул. Фрунзе, 1
1591;sPhoneOrgan;<b>Телефон(и):</b> (05630) 9-24-35
1591;sWorkTime;
1591;nCodeTaxOrgan;0421
1591;nEGRPOU;38081594

1592;sNameOrgan;Нікопольська ОДПІ ГУ Міндоходів у Дніпропетровській області
1592;sMailClerk;yfnf_rexth@ukr.net
1592;sAddress;<b>Адреса:</b> 53210, м. Нікополь, пр-т. Трубників, 27
1592;sPhoneOrgan;<b>Телефон(и):</b> (05662) 2-22-00
1592;sWorkTime;
1592;nCodeTaxOrgan;0407
1592;nEGRPOU;38033315

1593;sNameOrgan;Новомосковська ОДПІ ГУ Міндоходів у Дніпропетровській області
1593;sMailClerk;yfnf_rexth@ukr.net
1593;sAddress;<b>Адреса:</b> 51200, м. Новомосковськ, вул. М. Головко, 30
1593;sPhoneOrgan;<b>Телефон(и):</b> (05693) 7-70-92
1593;sWorkTime;
1593;nCodeTaxOrgan;0408
1593;nEGRPOU;38640915

1594;sNameOrgan;Нікопольська ОДПІ ГУ Міндоходів (Орджонікідзевське відділення)
1594;sMailClerk;yfnf_rexth@ukr.net
1594;sAddress;<b>Адреса:</b> 53300, м. Орджонікідзе, вул. Горького, 7
1594;sPhoneOrgan;<b>Телефон(и):</b> (05667) 4-32-66
1594;sWorkTime;
1594;nCodeTaxOrgan;0409
1594;nEGRPOU;38033315

1595;sNameOrgan;Західно-Донбаська ОДПІ ГУ Міндоходів у Дніпропетровській області
1595;sMailClerk;yfnf_rexth@ukr.net
1595;sAddress;<b>Адреса:</b> 51400, м. Павлоград, вул. Верстатобудівельників, 14-а
1595;sPhoneOrgan;<b>Телефон(и):</b> (05632) 3-33-40
1595;sWorkTime;
1595;nCodeTaxOrgan;0410
1595;nEGRPOU;38685474

1596;sNameOrgan;Східно-Дніпровська ОДПІ ГУ Міндоходів (Першотравенське відділення)
1596;sMailClerk;yfnf_rexth@ukr.net
1596;sAddress;<b>Адреса:</b> 52800, м. Першотравенськ, вул. Шкільна, 35
1596;sPhoneOrgan;<b>Телефон(и):</b> (05633) 7-11-55
1596;sWorkTime;
1596;nCodeTaxOrgan;0411
1596;nEGRPOU;38081594

1597;sNameOrgan;Дніпродзержинська ОДПІ ГУ Міндоходів (Петриківське відділення)
1597;sMailClerk;yfnf_rexth@ukr.net
1597;sAddress;<b>Адреса:</b> 51800, смт. Петриківка, вул. Леніна, 38
1597;sPhoneOrgan;<b>Телефон(и):</b> (05634) 2-49-43
1597;sWorkTime;
1597;nCodeTaxOrgan;0426
1597;nEGRPOU;38028519

1598;sNameOrgan;Східно-Дніпровська ОДПІ ГУ Міндоходів (Петропавлівське відділення)
1598;sMailClerk;yfnf_rexth@ukr.net
1598;sAddress;<b>Адреса:</b> 52700, смт. Петріпавлівка, вул. Радянська, 62
1598;sPhoneOrgan;<b>Телефон(и):</b> (05631) 2-21-55
1598;sWorkTime;
1598;nCodeTaxOrgan;0425
1598;nEGRPOU;38081594

1599;sNameOrgan;Східно-Дніпровська ОДПІ ГУ Міндоходів (Покровське відділення)
1599;sMailClerk;yfnf_rexth@ukr.net
1599;sAddress;<b>Адреса:</b> 53600, смт. Покровське, вул. 40-років Жовтня, 13
1599;sPhoneOrgan;<b>Телефон(и):</b> (05638) 2-10-43
1599;sWorkTime;
1599;nCodeTaxOrgan;0427
1599;nEGRPOU;38081594

1600;sNameOrgan;Верхньодніпровська ОДПІ ГУ Міндоходів (П'ятихатське відділення)
1600;sMailClerk;yfnf_rexth@ukr.net
1600;sAddress;<b>Адреса:</b> 52100, м. П'ятихатки, вул. Шевченка, 116
1600;sPhoneOrgan;<b>Телефон(и):</b> (05651) 3-04-49
1600;sWorkTime;
1600;nCodeTaxOrgan;0428
1600;nEGRPOU;38092585

1601;sNameOrgan;Дніпропетровська ОДПІ ГУ Міндоходів (Синельниківське відділення)
1601;sMailClerk;yfnf_rexth@ukr.net
1601;sAddress;<b>Адреса:</b> 52500, м. Синельниково, вул. Воїнів-Інтернаціоналістів, 2
1601;sPhoneOrgan;<b>Телефон(и):</b> (05663) 4-39-33
1601;sWorkTime;
1601;nCodeTaxOrgan;0412
1601;nEGRPOU;38120753

1602;sNameOrgan;Дніпропетровська ОДПІ ГУ Міндоходів (Солонянське відділення)
1602;sMailClerk;yfnf_rexth@ukr.net
1602;sAddress;<b>Адреса:</b> 52400, смт. Солоне, вул. Гагаріна, 12а
1602;sPhoneOrgan;<b>Телефон(и):</b> (05669) 2-32-39
1602;sWorkTime;
1602;nCodeTaxOrgan;0430
1602;nEGRPOU;38120753

1603;sNameOrgan;Криворізька центральна ОДПІ ГУ Міндоходів (Софіївське відділення)
1603;sMailClerk;yfnf_rexth@ukr.net
1603;sAddress;<b>Адреса:</b> 53100, смт. Софіївка, вул. Меліоративна, 3
1603;sPhoneOrgan;<b>Телефон(и):</b> (05650) 2-80-89
1603;sWorkTime;
1603;nCodeTaxOrgan;0431
1603;nEGRPOU;38032416

1604;sNameOrgan;Західно-Донбаська ОДПІ ГУ Міндоходів (Тернівське відділення)
1604;sMailClerk;yfnf_rexth@ukr.net
1604;sAddress;<b>Адреса:</b> 51500, м. Тернівка, вул. Петрова, 9
1604;sPhoneOrgan;<b>Телефон(и):</b> (05632) 6-27-65
1604;sWorkTime;
1604;nCodeTaxOrgan;0413
1604;nEGRPOU;38685474

1605;sNameOrgan;Дніпродзержинська ОДПІ ГУ Міндоходів (Царичанське відділення)
1605;sMailClerk;yfnf_rexth@ukr.net
1605;sAddress;<b>Адреса:</b> 51000, смт. Царичанка, вул. 14-ї гв. Дивізії, 8
1605;sPhoneOrgan;<b>Телефон(и):</b> (05690) 3-17-28
1605;sWorkTime;
1605;nCodeTaxOrgan;0433
1605;nEGRPOU;38028519

1606;sNameOrgan;Криворізька південна ОДПІ ГУ Міндоходів (Широківське відділення)
1606;sMailClerk;yfnf_rexth@ukr.net
1606;sAddress;<b>Адреса:</b> 53700, смт. Широке, вул. К. Маркса, 1а
1606;sPhoneOrgan;<b>Телефон(и):</b> (05657) 2-20-90
1606;sWorkTime;
1606;nCodeTaxOrgan;0434
1606;nEGRPOU;38032389

1607;sNameOrgan;Управління економічного розвитку м.Чернігів міської ради
1607;sPhoneOrgan;Телефон для довідок: (0462) 77-46-68, 67-67-36
1607;sMailClerk;mega-uspp@ukr.net,ekonom@chernigiv-rada.gov.ua
1607;sAddress;<b>Адреса:</b> 14000, м. Чернігів, вул. Магістратська, 7
1607;sWorkTime;<b>Графік роботи:</b> Понеділок – п’ятниця: з 8:00 до 17:00.<br>Перерва на обід з 13:00 до 14:00.<br>Вихідні дні: субота, неділя.
1607;sShapka_mode_worktime_529;Начальникові управління економічного розвитку<br> муніципальних послуг та розвитку <br>підприємництва, директору міського <br>центру муніципальних послуг <br>міської ради

1608;sNameOrgan;Томаківське Відділення Нікопольської ОДПІ ГУ ДФС у Дніпропетровській області
1608;sMailClerk;yfnf_rexth@ukr.net
1608;sAddress;<b>Адреса:</b> Смт. Томаківка, вул. Леніна, 41
1608;sPhoneOrgan;<b>Телефон(и):</b> (05668) 2-21-01
1608;sWorkTime; 
1608;nCodeTaxOrgan;0432
1608;nEGRPOU;38033315

1609;sNameOrgan;Звенигородська ОДПІ ГУ Міндоходів (Катеринопільське  відділення)
1609;sMailClerk;ekonomikakater@ukr.net
1609;sAddress;<b>Адреса:</b> 20500, смт. Катеринопіль, вул. Карла Маркса, 1
1609;sPhoneOrgan;<b>Телефон(и):</b> (04742) 2-23-30
1609;sWorkTime; 
1609;nCodeTaxOrgan;2317
1609;nEGRPOU;38265581

1610;sNameOrgan;Давидівська сільська рада, <br>Пустомитівський район, <br>Львівська область
1610;sWorkTime;<b>Графік роботи:</b> понеділок–п’ятниця з 9:00 до 18:00, обідня перерва: 13:00–14:00
1610;sPhoneOrgan;<b>Телефон(и):</b> (3230) 3-31-50, 3-31-49
1610;sMailClerk;Davudiv.sr@ukr.net
1610;sShapka;Давидівська сільська рада, <br>Пустомитівський район, Львівська область
