nID;sID_BP;sID_UserTask;sCondition;soData;sPatternFile;nID_EscalationRuleFunction
572;dnepr_soczah_160;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
573;dnepr_soczah_160;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
574;dnepr_soczah_160;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
575;dnepr_soczah_160;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
576;dnepr_soczah_160;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
577;dnepr_soczah_160;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

578;dnepr_soczah_163;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
579;dnepr_soczah_163;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:15, asRecipientMail:['']};escalation/escalation_template.html;1
580;dnepr_soczah_163;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
581;dnepr_soczah_163;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
582;dnepr_soczah_163;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3
583;dnepr_soczah_163;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

584;dnepr_soczah_165;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
585;dnepr_soczah_165;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
586;dnepr_soczah_165;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
587;dnepr_soczah_165;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
588;dnepr_soczah_165;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3
589;dnepr_soczah_165;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

590;dnepr_spravka_o_doxodax;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
591;dnepr_spravka_o_doxodax;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
592;dnepr_spravka_o_doxodax;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

593;dvs_619;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com','info@dp.dvs.gov.ua']};escalation/escalation_template.html;1
594;dvs_619;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
595;dvs_619;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:30, asRecipientMail:['tanyazol@gmail.com','info@dp.dvs.gov.ua']};escalation/escalation_template.html;1
596;dvs_619;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:35, asRecipientMail:['']};escalation/escalation_template.html;1
597;dvs_619;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
598;dvs_619;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:30};escalation/escalation_template.html;3

599;dvs_621;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com','info@dp.dvs.gov.ua']};escalation/escalation_template.html;1
600;dvs_621;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
601;dvs_621;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

602;gni_69;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['valery.stavitsky@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'KovalevaAI@ua.fm']};escalation/escalation_template.html;1
603;gni_69;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:15, asRecipientMail:['']};escalation/escalation_template.html;1
604;gni_69;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

605;hmel_cnap_246;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
606;hmel_cnap_246;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
607;hmel_cnap_246;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
608;hmel_cnap_246;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
609;hmel_cnap_246;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
610;hmel_cnap_246;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

611;hmel_cnap_330;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
612;hmel_cnap_330;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
613;hmel_cnap_330;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
614;hmel_cnap_330;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
615;hmel_cnap_330;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
616;hmel_cnap_330;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

617;hmel_cnap_331;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
618;hmel_cnap_331;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
619;hmel_cnap_331;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
620;hmel_cnap_331;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
621;hmel_cnap_331;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
622;hmel_cnap_331;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

623;hmel_cnap_333;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
624;hmel_cnap_333;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
625;hmel_cnap_333;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
626;hmel_cnap_333;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
627;hmel_cnap_333;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
628;hmel_cnap_333;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

629;hmel_cnap_349;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
630;hmel_cnap_349;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
631;hmel_cnap_349;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
632;hmel_cnap_349;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
633;hmel_cnap_349;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
634;hmel_cnap_349;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

635;hmel_cnap_495;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
636;hmel_cnap_495;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
637;hmel_cnap_495;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
638;hmel_cnap_495;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
639;hmel_cnap_495;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
640;hmel_cnap_495;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

641;infrastr_384;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
642;infrastr_384;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
643;infrastr_384;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

644;kalush_soczah_401;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
645;kalush_soczah_401;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
646;kalush_soczah_401;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

647;kalush_upszn_398;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
648;kalush_upszn_398;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
649;kalush_upszn_398;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

650;kalush_uszn_400;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
651;kalush_uszn_400;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
652;kalush_uszn_400;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

653;khmelnitskij_mvk_2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
654;khmelnitskij_mvk_2;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
655;khmelnitskij_mvk_2;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
656;khmelnitskij_mvk_2;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
657;khmelnitskij_mvk_2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
658;khmelnitskij_mvk_2;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

659;kiev_mda_subsidies;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua', 'tanyazol@gmail.com']};escalation/escalation_template.html;1
660;kiev_mda_subsidies;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:63, asRecipientMail:['']};escalation/escalation_template.html;1
661;kiev_mda_subsidies;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

662;kiev_mda-2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
663;kiev_mda-2;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
664;kiev_mda-2;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
665;kiev_mda-2;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
666;kiev_mda-2;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
667;kiev_mda-2;usertask4;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
668;kiev_mda-2;usertask8;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
669;kiev_mda-2;usertask8;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
670;kiev_mda-2;usertask5;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
671;kiev_mda-2;usertask5;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
672;kiev_mda-2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
673;kiev_mda-2;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
674;kiev_mda-2;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
675;kiev_mda-2;usertask8;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
676;kiev_mda-2;usertask5;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

677;kiev_mda-3;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
678;kiev_mda-3;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
679;kiev_mda-3;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
680;kiev_mda-3;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
681;kiev_mda-3;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
682;kiev_mda-3;usertask4;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
683;kiev_mda-3;usertask8;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
684;kiev_mda-3;usertask8;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
685;kiev_mda-3;usertask5;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
686;kiev_mda-3;usertask5;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
687;kiev_mda-3;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
688;kiev_mda-3;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
689;kiev_mda-3;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
690;kiev_mda-3;usertask8;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
691;kiev_mda-3;usertask5;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

692;kolon_cnap394;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
693;kolon_cnap394;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
694;kolon_cnap394;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

695;kusnetsovsk_vssm_117;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com', 'e.poremchuk@gmail.com']};escalation/escalation_template.html;1
696;kusnetsovsk_vssm_117;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
697;kusnetsovsk_vssm_117;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

698;Kuznetsovsk_mvk_2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
699;Kuznetsovsk_mvk_2;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
700;Kuznetsovsk_mvk_2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

701;kuznetsovsk_mvk-118;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
702;kuznetsovsk_mvk-118;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
703;kuznetsovsk_mvk-118;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

704;Kuznetsovsk_mvk-3;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
705;Kuznetsovsk_mvk-3;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
706;Kuznetsovsk_mvk-3;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

707;kuznetsovsk_mvk-319or;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
708;kuznetsovsk_mvk-319or;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
709;kuznetsovsk_mvk-319or;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

710;kuznetsovsk_mvk-319pk;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
711;kuznetsovsk_mvk-319pk;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
712;kuznetsovsk_mvk-319pk;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

713;kuznetsovsk_mvk-319v;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
714;kuznetsovsk_mvk-319v;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
715;kuznetsovsk_mvk-319v;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

716;lviv_lnu_arhiv_419;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
717;lviv_lnu_arhiv_419;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
718;lviv_lnu_arhiv_419;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

719;lviv_lnu_arhiv_420;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
720;lviv_lnu_arhiv_420;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
721;lviv_lnu_arhiv_420;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

722;lviv_lnu_arhiv_421;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
723;lviv_lnu_arhiv_421;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
724;lviv_lnu_arhiv_421;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

725;nicolaev_dfs_592;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
726;nicolaev_dfs_592;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
727;nicolaev_dfs_592;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

728;nicolaev_dfs_593;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
729;nicolaev_dfs_593;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
730;nicolaev_dfs_593;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

731;nikolaev_oda-2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'valery.stavitsky@gmail.com']};escalation/escalation_template.html;1
732;nikolaev_oda-2;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
733;nikolaev_oda-2;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:30, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'valery.stavitsky@gmail.com']};escalation/escalation_template.html;1
734;nikolaev_oda-2;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
735;nikolaev_oda-2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
736;nikolaev_oda-2;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:30};escalation/escalation_template.html;3

737;post_spravka_o_doxodax_pens;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
738;post_spravka_o_doxodax_pens;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
739;post_spravka_o_doxodax_pens;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

740;spend_meeting_404;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
741;spend_meeting_404;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
742;spend_meeting_404;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
743;spend_meeting_404;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
744;spend_meeting_404;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
745;spend_meeting_404;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

746;subsidiesUkraine;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua', 'gupczn@adm.dp.ua','tanyazol@gmail.com']};escalation/escalation_template.html;1
747;subsidiesUkraine;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:50, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
748;subsidiesUkraine;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

749;ternopil_obl_284;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
750;ternopil_obl_284;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:15, asRecipientMail:['']};escalation/escalation_template.html;1
751;ternopil_obl_284;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

752;ternopol_cnap_35;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:4, asRecipientMail:['msvidran@gmail.com', 'sofia.danylevych@gmail.com']};escalation/escalation_template.html;1
753;ternopol_cnap_35;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:8, asRecipientMail:['']};escalation/escalation_template.html;1
754;ternopol_cnap_35;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:4};escalation/escalation_template.html;3

